City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,lautoka,-17.6167,177.4667,27.92,57,20,2.57,FJ,1697666555
285,alpine,32.835,-116.7664,34.97,39,0,3.09,US,1697666555
286,lunglei,22.8833,92.7333,14.94,79,0,1.42,IN,1697666556
287,namanga,-2.5433,36.7905,20.77,80,66,4.25,KE,1697666556
288,fale old settlement,-9.3852,-171.2468,28.41,72,91,3.06,TK,1697666557
289,saldanha,-33.0117,17.9442,19.03,81,20,5.35,ZA,1697666527
290,hilo,19.7297,-155.09,29.03,77,18,0.89,US,1697666413
291,al jawf,29.5,38.75,20.12,37,0,3.11,SA,1697666558
292,bandarbeyla,9.4942,50.8122,26.9,80,19,2.19,SO,1697666559
293,merizo village,13.2658,144.6691,28.54,88,49,4.8,GU,1697666560
294,dalandzadgad,43.5708,104.425,3.28,25,6,0.44,MN,1697666561
295,nairn,57.5809,-3.8797,11.76,75,40,5.14,GB,1697666561
296,i-n-salah,27.1935,2.4607,28.29,14,6,3.7,DZ,1697666562
297,hastings,50.8552,0.5729,16.07,52,100,15.11,GB,1697666563
298,santiago de cao,-7.9589,-79.2392,20.07,83,20,5.14,PE,1697666563
299,prado,-17.3411,-39.2208,24.53,77,10,5.47,BR,1697666564
300,ust'-barguzin,53.45,108.9833,1.72,74,76,1.34,RU,1697666564
301,rongelap,11.1635,166.8941,26.99,80,100,6.7,MH,1697666564
302,ortakoy,38.7373,34.0387,10.14,84,90,1.94,TR,1697666565
303,dzilam gonzalez,21.2833,-88.9333,27.39,59,54,5.42,MX,1697666565
304,avarua,-21.2078,-159.775,24.03,57,20,4.63,CK,1697666566
305,skelleftea,64.7507,20.9528,0.2,90,100,4.63,SE,1697666566
306,la ermita,20.4139,-101.9936,25.0,25,100,1.26,MX,1697666567
307,harstad,68.799,16.5293,-0.11,97,46,3.58,NO,1697666567
308,srednebelaya,50.6594,128.0106,2.21,85,88,5.73,RU,1697666568
309,baiersbronn,48.5,8.3833,11.0,68,100,2.15,DE,1697666568
310,praia da vitoria,38.7333,-27.0667,23.14,88,75,8.47,PT,1697666569
311,usakos,-22.0,15.6,19.86,44,0,1.24,NA,1697666569
312,tannum sands,-23.9504,151.3693,21.94,56,59,4.63,AU,1697666570
313,miyaly,48.8844,53.7836,5.05,40,91,1.07,KZ,1697666570
314,grand falls-windsor,48.9332,-55.6649,6.39,78,66,2.51,CA,1697666571
315,new norfolk,-42.7826,147.0587,13.17,50,98,1.05,AU,1697666571
316,mardan,34.2019,72.0525,17.32,55,17,1.26,PK,1697666444
317,palmer,42.1584,-72.3287,14.72,73,75,1.54,US,1697666572
318,carutapera,-1.195,-46.02,25.34,90,47,3.6,BR,1697666573
319,zhaotong,27.3167,103.7167,13.32,90,94,1.83,CN,1697666573
320,uvinza,-5.1036,30.3911,22.02,69,85,1.61,TZ,1697666574
321,taroa,8.7058,171.2275,27.34,77,94,4.46,MH,1697666574
322,boyolangu,-8.1181,111.8935,23.26,94,91,1.49,ID,1697666575
323,dudinka,69.4058,86.1778,3.68,98,100,2.68,RU,1697666575
324,kimbe,-5.5502,150.1429,27.76,78,41,0.87,PG,1697666576
325,filey,54.21,-0.2892,12.24,88,100,5.81,GB,1697666576
326,foulayronnes,44.2403,0.6452,16.9,94,75,3.6,FR,1697666577
327,cusseta,32.3054,-84.7727,23.03,47,0,1.99,US,1697666577
328,afaahiti,-17.75,-149.2833,24.93,83,95,8.06,PF,1697666578
329,rio gallegos,-51.6226,-69.2181,18.03,34,0,5.14,AR,1697666578
330,mangrol,21.1167,70.1167,26.95,57,1,3.25,IN,1697666579
331,san antonio de pale,-1.4014,5.6325,25.95,82,100,2.76,GQ,1697666580
332,savanna-la-mar,18.219,-78.1332,27.97,85,100,1.35,JM,1697666580
333,agat village,13.3886,144.6585,28.75,87,47,1.34,GU,1697666581
334,crane,31.3974,-102.3501,32.42,17,3,1.51,US,1697666581
335,slave lake,55.2834,-114.769,17.99,42,75,10.8,CA,1697666582
336,port douglas,-16.4833,145.4667,23.91,74,94,6.49,AU,1697666535
337,saudarkrokur,65.7461,-19.6394,3.92,82,93,3.46,IS,1697666584
338,la tuque,47.4334,-72.7824,14.14,54,9,3.09,CA,1697666413
339,ankang,32.68,109.0172,12.8,95,100,1.27,CN,1697666450
340,moranbah,-22.0016,148.0466,21.41,59,100,8.07,AU,1697666585
341,hobyo,5.3505,48.5268,27.39,78,100,3.99,SO,1697666587
342,le moule,16.3332,-61.3473,29.02,100,63,7.34,GP,1697666405
343,antofagasta,-23.65,-70.4,17.6,70,33,4.23,CL,1697665925
344,saint-joseph,-21.3667,55.6167,24.21,85,94,2.24,RE,1697666589
345,tan-tan,28.438,-11.1032,21.27,88,15,3.13,MA,1697666589
346,sisimiut,66.9395,-53.6735,-4.65,82,100,6.56,GL,1697666590
347,weno,7.4515,151.8468,28.2,74,8,3.09,FM,1697666591
348,carmen de apicala,4.1473,-74.7201,31.42,60,48,1.75,CO,1697666592
349,las praderas,-3.3348,-79.7984,29.82,72,93,2.32,EC,1697666592
350,mutare,-18.9707,32.6709,16.0,94,92,1.5,ZW,1697666593
351,lastoursville,-0.8143,12.7287,22.53,99,100,0.76,GA,1697666594
352,la passe,45.5549,-0.8967,16.66,89,74,4.91,FR,1697666594
353,kapa'a,22.0752,-159.319,28.6,59,30,3.13,US,1697666594
354,lompoc,34.6391,-120.4579,27.74,67,20,2.57,US,1697666595
355,skovorodino,53.9833,123.9167,-0.54,59,99,4.26,RU,1697666595
356,llanes,43.4198,-4.7549,19.53,76,97,3.92,ES,1697666596
357,uturoa,-16.7333,-151.4333,26.34,77,36,5.59,PF,1697666596
358,vredendal,-31.6683,18.5012,24.08,38,0,1.91,ZA,1697666597
359,bissau,11.8636,-15.5977,27.06,94,20,1.03,GW,1697666597
360,fortaleza,-3.7227,-38.5247,27.07,74,20,2.57,BR,1697666425
361,boulsa,12.6675,-0.5758,33.25,31,100,2.26,BF,1697666599
362,marsh harbour,26.5412,-77.0636,25.66,59,9,7.25,BS,1697666599
363,bardai,11.65,7.2333,25.43,29,72,2.63,NG,1697666600
364,porto novo,6.4965,2.6036,27.9,83,95,2.94,BJ,1697666413
365,fort bragg,35.139,-79.006,20.45,59,18,2.01,US,1697666601
366,belyy yar,53.6039,91.3903,0.94,100,75,2.0,RU,1697666601
367,la ronge,55.1001,-105.2842,10.14,71,75,3.09,CA,1697666601
368,carnarvon,-24.8667,113.6333,22.01,60,87,8.74,AU,1697666602
369,padang,-0.9492,100.3543,25.03,85,100,1.14,ID,1697666602
370,manaure,11.7751,-72.4445,32.23,56,2,6.9,CO,1697666603
371,mil'kovo,55.6078,37.7956,5.23,95,100,3.96,RU,1697666603
372,ujae,8.9322,165.7642,28.1,73,74,2.61,MH,1697666604
373,khandyga,62.6667,135.6,-4.76,97,100,1.96,RU,1697666604
374,khanty-mansiysk,61.0042,69.0019,4.06,65,0,4.02,RU,1697666605
375,chibougamau,49.9168,-74.3659,10.79,58,100,5.66,CA,1697666533
376,agadez,19.75,10.25,27.02,17,0,3.36,NE,1697666605
377,zeya,53.75,127.2667,1.94,70,100,5.47,RU,1697666606
378,monclova,26.9,-101.4167,30.71,29,40,1.34,MX,1697666606
379,nuku'alofa,-21.1333,-175.2,22.22,67,59,7.13,TO,1697666607
380,prince albert,53.2001,-105.7677,12.97,67,75,5.14,CA,1697666607
381,polyarnyy,69.1989,33.4478,1.71,62,100,10.41,RU,1697666607
382,sinjai,-5.1241,120.253,25.91,79,100,1.07,ID,1697666608
383,rakops,-21.0167,24.3333,21.71,34,0,3.73,BW,1697666608
384,talcahuano,-36.7167,-73.1167,14.82,72,20,4.63,CL,1697666609
385,omdurman,15.6445,32.4777,34.46,21,92,7.26,SD,1697666609
386,tazacorte,28.629,-17.9293,23.54,78,20,3.13,ES,1697666610
387,qui nhon,13.7667,109.2333,25.0,86,97,1.08,VN,1697666610
388,coquimbo,-29.9533,-71.3436,17.85,51,0,5.14,CL,1697666415
389,pak phanang,8.3511,100.202,26.16,84,100,1.2,TH,1697666611
390,raja,8.4596,25.678,22.92,85,84,1.23,SS,1697666611
391,antsiranana,-12.2787,49.2917,24.1,88,27,4.91,MG,1697666612
392,waterloo,43.4668,-80.5164,13.27,74,100,5.66,CA,1697666522
393,auki,-8.7676,160.7034,28.2,71,52,1.55,SB,1697666613
394,magadan,59.5667,150.8,-2.32,75,11,4.92,RU,1697666604
395,qamdo,31.1667,97.2333,-4.91,82,28,2.72,CN,1697666614
396,takaungu,-3.6837,39.8566,25.53,90,83,3.37,KE,1697666614
397,biograd na moru,43.9433,15.4519,17.64,79,100,5.91,HR,1697666615
398,kaa-khem,51.6833,94.7333,4.11,70,6,1.94,RU,1697666615
399,millersville,39.9979,-76.3541,15.55,63,0,2.57,US,1697666616
400,basavakalyan,17.8667,76.95,21.44,69,1,3.17,IN,1697666616
401,mungwi,-10.1732,31.3694,21.0,69,78,1.27,ZM,1697666616
402,sarkand,45.41,79.9186,12.8,35,92,1.56,KZ,1697666617
403,sinop,41.7711,34.8709,9.98,98,100,1.74,TR,1697666617
404,copiapo,-27.3667,-70.3333,17.83,26,0,2.19,CL,1697666368
405,sambava,-14.2667,50.1667,22.57,94,18,2.47,MG,1697666618
406,ankazoabo,-22.2833,44.5167,20.85,78,84,1.22,MG,1697666619
407,la sarre,48.8002,-79.1996,8.63,72,100,4.37,CA,1697666619
408,pontian kechil,1.4866,103.3896,27.38,93,100,1.58,MY,1697666620
409,ko lanta,7.5336,99.0865,27.62,78,92,4.7,TH,1697666545
410,arilje,43.7531,20.0956,3.2,71,87,1.63,RS,1697666621
411,amarillo,35.222,-101.8313,22.98,35,0,9.26,US,1697666613
412,axim,4.8699,-2.2405,25.36,90,79,2.73,GH,1697666622
413,flying fish cove,-10.4217,105.6791,25.82,83,75,5.14,CX,1697666622
414,arkadelphia,34.1209,-93.0538,24.55,44,0,4.63,US,1697666623
415,punta del este,-34.9667,-54.95,14.06,81,40,5.66,UY,1697666623
416,el hadjira,32.6134,5.5126,26.04,17,82,2.15,DZ,1697666624
417,yaren,-0.5472,166.916,27.35,78,100,6.41,NR,1697666624
418,marco island,25.9363,-81.7157,27.0,38,0,3.09,US,1697666625
419,amahai,-3.3333,128.9167,25.28,84,37,0.81,ID,1697666625
420,tromso,69.6496,18.957,-2.99,93,20,2.06,NO,1697666626
421,mar del plata,-38.0023,-57.5575,14.01,66,0,4.63,AR,1697666413
422,santa cruz,-17.8,-63.1667,34.03,38,20,5.66,BO,1697666382
423,tual,-5.6667,132.75,26.56,78,11,4.81,ID,1697666511
424,itanagar,27.1,93.6167,17.64,77,0,1.83,IN,1697666628
425,wlodawa,51.55,23.55,4.55,67,20,2.34,PL,1697666335
426,saurimo,-9.6608,20.3916,19.36,86,84,0.65,AO,1697666628
427,road town,18.4167,-64.6167,30.02,70,40,3.09,VG,1697666629
428,bonthe,7.5264,-12.505,26.29,83,78,1.81,SL,1697666630
429,les cayes,18.2,-73.75,29.35,70,31,3.11,HT,1697666630
430,conception bay south,47.4999,-52.9981,8.29,84,6,4.06,CA,1697666412
431,karratha,-20.7377,116.8463,26.11,41,0,4.89,AU,1697666631
432,al kharijah,25.4514,30.5464,22.06,40,27,3.6,EG,1697666631
433,benghazi,32.1167,20.0667,24.57,46,15,3.69,LY,1697666571
434,sidareja,-7.4846,108.7923,24.33,87,94,0.31,ID,1697666632
435,long beach,33.767,-118.1892,37.39,73,0,3.6,US,1697666422
436,boa vista,2.8197,-60.6733,31.99,51,20,3.09,BR,1697666633
437,bohain-en-vermandois,49.9873,3.453,15.68,86,88,7.6,FR,1697666633
438,sarangani,5.4033,125.4636,27.52,78,86,3.4,PH,1697666634
439,labasa,-16.4167,179.3833,28.25,62,72,4.03,FJ,1697666634
440,rio rico,31.4715,-110.9765,34.01,20,0,3.6,US,1697666635
441,selfoss,63.9331,-20.9971,8.91,80,100,11.15,IS,1697666635
442,cacheu,12.2706,-16.1658,28.05,84,99,2.45,GW,1697666636
443,deshnoke,27.8,73.35,24.66,51,35,0.49,IN,1697666636
444,el granada,37.5027,-122.4694,33.65,55,0,0.89,US,1697666637
445,sarny,51.338,26.6019,4.18,70,22,3.15,UA,1697666637
446,funafuti,-8.5243,179.1942,31.0,84,75,4.12,TV,1697666637
447,ugoofaaru,5.6667,73.0,26.84,79,89,3.71,MV,1697666638
448,naama,33.2667,-0.3167,20.99,29,21,4.45,DZ,1697666638
449,pader palwo,2.8006,33.135,19.38,93,100,1.23,UG,1697666639
450,hailey,43.5196,-114.3153,21.66,41,0,5.14,US,1697666406
451,saint croix,17.7397,-64.7388,27.2,76,7,2.24,VI,1697666640
452,badiyah,22.45,58.8,25.39,74,94,1.14,OM,1697666640
453,midoun,33.8081,10.9923,28.92,59,12,7.99,TN,1697666641
454,an muileann gcearr,53.5333,-7.35,12.6,98,100,5.93,IE,1697666641
455,mcgregor,26.5609,-81.9145,27.22,43,0,5.14,US,1697666642
456,bengkulu,-3.8004,102.2655,22.48,85,99,1.5,ID,1697666413
457,pyu,18.4833,96.4333,22.71,96,57,0.43,MM,1697666643
458,nishinoomote,30.7333,131.0,21.42,61,0,1.51,JP,1697666643
459,nar'yan-mar,67.6713,53.087,1.17,89,100,4.02,RU,1697666644
460,bowen,-20.0167,148.2333,23.14,63,92,8.18,AU,1697666644
461,rengasdengklok,-6.1592,107.2981,25.07,74,98,2.45,ID,1697666594
462,pokaran,26.9167,71.9167,25.59,52,17,1.61,IN,1697666645
463,huazhou,21.6333,110.5833,22.75,97,100,4.31,CN,1697666645
464,polatli,39.5772,32.1413,9.22,89,10,1.34,TR,1697666646
465,bikenibeu village,1.3673,173.1241,25.98,89,100,4.63,KI,1697666646
466,betare oya,5.6,14.0833,20.62,93,93,0.77,CM,1697666647
467,tralee,52.2704,-9.7026,11.61,96,60,1.39,IE,1697666647
468,hemet,33.7475,-116.972,37.71,13,0,4.47,US,1697666647
469,virton,49.5682,5.5326,15.02,96,100,7.25,BE,1697666648
470,cidreira,-30.1811,-50.2056,16.87,76,100,3.92,BR,1697666648
471,maintirano,-18.0667,44.0167,25.34,78,63,2.93,MG,1697666649
472,zouerate,22.7187,-12.4521,31.83,19,3,2.94,MR,1697666649
473,tupiza,-21.45,-65.7167,22.13,32,48,8.8,BO,1697666650
474,indiantown,27.0273,-80.4856,26.64,66,28,4.35,US,1697666650
475,ust'-ilimsk,58.0006,102.6619,1.36,92,53,3.58,RU,1697666424
476,vuktyl,63.8567,57.3094,3.39,87,100,8.05,RU,1697666652
477,saint-leu,-21.15,55.2833,24.48,99,95,1.19,RE,1697666652
478,patigi,8.7333,5.75,26.93,77,58,2.35,NG,1697666652
479,youghal,51.95,-7.8506,11.97,100,100,2.96,IE,1697666653
480,sakakah,29.9697,40.2064,19.76,32,0,2.33,SA,1697666653
481,guerrero negro,27.9769,-114.0611,22.41,70,47,5.82,MX,1697666442
482,pagar alam,-4.0167,103.2667,19.2,69,93,0.97,ID,1697666654
483,zalingei,12.9096,23.4741,24.31,20,98,2.92,SD,1697666655
484,fiambala,-27.6871,-67.6149,27.48,15,0,3.13,AR,1697666655
485,goondiwindi,-28.55,150.3167,17.99,51,0,4.09,AU,1697666656
486,as sulaymaniyah,35.5611,45.4375,11.24,58,0,2.06,IQ,1697666656
487,baiyin,36.5583,104.2081,5.06,70,98,2.53,CN,1697666657
488,dobre miasto,53.9867,20.3975,7.95,71,87,1.41,PL,1697666657
489,lospalos,-8.5186,127.0025,22.14,76,50,1.32,TL,1697666658
490,petropavlovsk-kamchatsky,53.0452,158.6483,6.36,88,20,3.0,RU,1697666658
491,shangzhi,45.2167,127.9667,4.22,66,37,4.81,CN,1697666658
492,mendi,-6.1761,143.6513,14.96,94,92,0.54,PG,1697666659
493,aromashevo,56.8602,68.6375,5.0,69,74,4.28,RU,1697666659
494,griffith,41.5284,-87.4237,19.58,57,0,4.63,US,1697666660
495,saint-pierre,-21.3393,55.4781,24.82,83,75,0.51,RE,1697666660
496,san vicente de canete,-13.0751,-76.3835,20.14,86,97,2.99,PE,1697666661
497,st. catharines,43.1668,-79.2496,14.94,56,75,4.12,CA,1697666378
498,sanger,36.708,-119.556,34.45,35,0,0.0,US,1697666486
499,duzce,40.8389,31.1639,13.23,93,95,0.4,TR,1697666463
500,bandirma,40.3522,27.9767,14.01,94,75,0.0,TR,1697666663
501,viedma,-40.8135,-62.9967,22.94,19,76,5.49,AR,1697666433
502,almenno san salvatore,45.7502,9.5963,12.54,94,75,0.51,IT,1697666663
503,jatai,-17.8814,-51.7144,30.39,31,29,3.11,BR,1697666664
504,vorkuta,67.5,64.0,0.39,82,52,6.21,RU,1697666664
505,richards bay,-28.783,32.0377,19.11,94,6,1.43,ZA,1697666665
506,larvik,59.0533,10.0352,4.95,78,20,2.57,NO,1697666665
507,banes,20.9625,-75.7186,28.05,77,69,3.36,CU,1697666666
508,princeville,45.7668,-61.2985,10.51,86,100,2.06,CA,1697666666
509,privolzhsk,57.3808,41.2886,3.27,82,89,2.2,RU,1697666667
510,kannus,63.9,23.9,1.9,88,25,3.26,FI,1697666667
511,trevelin,-43.0858,-71.4639,23.71,49,0,3.08,AR,1697666667
512,kananga,-5.8958,22.4178,20.86,91,100,0.91,CD,1697666668
513,yanam,16.7333,82.2167,23.67,90,16,1.27,IN,1697666668
514,mili,6.0815,171.735,28.15,73,55,4.81,MH,1697666669
515,micheweni,-4.9667,39.8333,25.58,85,84,3.51,TZ,1697666670
516,gaspe,48.8334,-64.4819,12.12,71,20,2.06,CA,1697666670
517,masterton,-40.9597,175.6575,17.16,45,18,0.95,NZ,1697666671
518,puerto baquerizo moreno,-0.9,-89.6,26.55,74,40,5.14,EC,1697666671
519,haiku-pauwela,20.9219,-156.3051,30.01,55,20,9.77,US,1697666671
520,quepos,9.4236,-84.1652,27.43,82,95,0.9,CR,1697666672
521,shiguai,40.7058,110.2856,4.63,34,45,3.42,CN,1697666672
522,mukalla,14.5425,49.1242,26.23,80,3,2.71,YE,1697666673
523,zuunmod,47.7069,106.9528,-4.43,67,4,2.74,MN,1697666673
524,weyburn,49.6668,-103.8511,12.12,71,99,1.54,CA,1697666472
525,prince george,53.9166,-122.753,17.92,54,0,8.23,CA,1697666434
526,nova russas,-4.7067,-40.5631,33.53,29,76,1.58,BR,1697666497
527,millville,39.4021,-75.0393,17.25,65,0,1.54,US,1697666675
528,brisas de zicatela,15.8369,-97.0419,28.33,68,94,2.6,MX,1697666676
529,kiunga,-6.1219,141.2906,25.34,84,32,1.79,PG,1697666676
530,bytca,49.224,18.5588,5.58,96,0,1.54,SK,1697666642
531,suwayr,30.1171,40.3893,19.52,33,0,1.36,SA,1697666677
532,porangatu,-13.4408,-49.1486,31.81,17,86,1.72,BR,1697666677
533,igarka,67.4667,86.5833,3.77,98,100,6.96,RU,1697666678
534,haldwani,29.2167,79.5167,18.01,63,0,2.1,IN,1697666678
535,prince rupert,54.3161,-130.3201,13.05,85,100,13.89,CA,1697666660
536,vilyuysk,63.7553,121.6247,-7.69,87,98,4.02,RU,1697666679
537,moyynkum,44.2914,72.9469,13.14,40,100,2.11,KZ,1697666680
538,kailua-kona,19.6406,-155.9956,29.17,73,40,4.63,US,1697666681
539,acapetahua,15.2833,-92.7,29.35,70,80,1.44,MX,1697666681
540,sitka,57.0531,-135.33,12.94,88,100,4.12,US,1697666681
541,undurkhaan,47.3194,110.6556,-1.15,58,7,4.78,MN,1697666682
542,salekhard,66.53,66.6019,0.36,87,10,5.82,RU,1697666683
543,kavaratti,10.5669,72.642,28.19,71,38,1.75,IN,1697666683
544,marathon,44.9,-89.7668,14.58,69,75,3.09,US,1697666447
545,sao gabriel da cachoeira,-0.1303,-67.0892,27.55,75,91,1.11,BR,1697666684
546,jakar,27.5492,90.7525,6.38,92,40,1.1,BT,1697666684
547,nabire,-3.3667,135.4833,25.46,84,65,1.16,ID,1697666685
548,sao joao dos inhamuns,-6.0,-40.2833,31.51,25,6,0.92,BR,1697666601
549,isabel segunda,18.1491,-65.4427,29.91,90,13,0.45,PR,1697666686
550,malabar,-33.9667,151.25,17.88,73,75,3.6,AU,1697666686
551,broome,42.2506,-75.833,13.9,77,100,1.54,US,1697666686
552,ghanzi,-21.5667,21.7833,21.08,27,1,4.26,BW,1697666687
553,lintong,34.378,109.2089,11.38,93,100,3.82,CN,1697666688
554,tipasa,36.5897,2.4475,23.47,65,19,2.04,DZ,1697666688
555,gadzhiyevo,69.2551,33.3362,1.61,61,100,10.77,RU,1697666688
556,usogorsk,63.4106,48.6872,3.15,87,100,4.05,RU,1697666689
557,kidal,18.4411,1.4078,31.29,14,7,3.25,ML,1697666689
558,siwa oasis,29.2041,25.5195,23.96,30,0,2.27,EG,1697666690
559,vanimo,-2.6741,141.3028,27.3,78,75,0.99,PG,1697666690
560,shingu,33.7333,135.9833,18.22,78,100,1.54,JP,1697666596
561,wenchang,30.904,118.4887,17.56,78,1,1.11,CN,1697666691
562,lazaro cardenas,17.9583,-102.2,23.76,95,100,2.71,MX,1697666692
563,niteroi,-22.8833,-43.1036,24.81,81,100,4.63,BR,1697666444
564,bejaia,36.7559,5.0843,20.6,73,0,2.06,DZ,1697666693
565,tandalti,13.0167,31.8667,31.97,26,85,1.81,SD,1697666693
566,petauke,-14.2426,31.3253,20.71,86,100,4.08,ZM,1697666693
567,n'zeto,-7.2312,12.8666,25.3,87,85,3.31,AO,1697666694
568,yarmouth,41.7057,-70.2286,14.98,86,100,2.06,US,1697666694
